,match_probability,source_dataset_l,source_dataset_r,unique_id_l,unique_id_r,firstname_l,firstname_r,lastname_l,lastname_r,petname_l,petname_r,dob_l,dob_r,sex_l,sex_r,match_key
1077,100.0,facility_df,house_df,1283,1204,Mulawa,Mulawa,Ivan,Ivan,Ntambi,Kabuye,2007-06-26,2007-06-19,1,1,0
1059,100.0,facility_df,house_df,1971,3957,Mulondo,Mulondo,Babi,Babi,Kazi,Kugonza,1970-07-21,1970-08-10,1,1,0
1126,100.0,facility_df,house_df,10,277,Mulondo,Mulondo,Kaziba,Kaziba,Anko,Anko,1976-11-11,1975-07-28,1,1,0
1596,100.0,facility_df,house_df,1986,614,Munabi,Munabi,Nakiranda,Nakiranda,Arinawe,,1952-10-19,1952-11-08,2,2,0
2100,100.0,facility_df,house_df,120,217,Musa,Musa,Waigangala,Waigangala,Nadduli,Nadduli,2004-02-10,2004-01-21,1,1,0
2462,100.0,facility_df,house_df,1316,3832,Musa,Musa,Tenywa,Tenywa,Kyomuhendo,Kyomuhendo,1996-02-10,1996-02-10,1,1,0
1393,100.0,facility_df,house_df,1301,4100,Musa,Musa,Mwanda,Mwanda,Nakato,Masiko,2006-12-11,2006-12-24,1,1,0
2545,100.0,facility_df,house_df,2302,3884,Musa,Musa,Musa,Musa,Katabazi,Katabazi,1976-12-27,1976-12-27,1,1,0
1241,100.0,facility_df,house_df,514,1955,Musa,Musa,Sulai,Sulai,Nakalanzi,Arin,1963-07-12,1963-07-05,1,1,0
2630,100.0,facility_df,house_df,801,2056,Musa,Musa,Balidawa,Balidawa,Mayanja,Mayanja,1978-02-14,1978-02-14,1,1,0
1769,100.0,facility_df,house_df,1861,3065,Musasizi,Musasizi,Mwangu,Mwangu,Ayebare,Eriaku,1973-08-19,1973-08-04,1,1,0
2788,100.0,facility_df,house_df,606,2582,Musasizi,Musasizi,Mutaka,Mutaka,Madoi,Madoi,1998-04-26,1998-04-26,1,1,0
1582,100.0,facility_df,house_df,2190,3332,Musitafa,Musitafa,Kasone,Kasone,Nabbosa,Bwayo,1980-03-26,1980-04-15,1,1,0
1696,100.0,facility_df,house_df,2210,62,Musitafa,Musitafa,Muyingo,Muyingo,Lwaki,Mirembe,2018-01-22,2018-02-11,1,1,0
2729,100.0,facility_df,house_df,133,1293,Musitafa,Musitafa,Maido,Maido,Kiiza,Kiiza,1940-03-01,1940-03-01,1,1,0
1563,100.0,facility_df,house_df,1080,1056,Musubika,Musubika,Winnie,Winnie,Nalubega,,1986-02-22,1986-03-07,2,2,0
722,100.0,facility_df,house_df,2785,666,Musubika,Musubika,Shamina,Shamina,Ayebazinga,Imani,1960-06-16,1960-06-29,2,2,0
724,100.0,facility_df,house_df,2041,666,Musubika,Musubika,Shamina,Shamina,Ayebazinga,Imani,1960-06-16,1960-06-29,2,2,0
1258,100.0,facility_df,house_df,2865,993,Musubika,Musubika,Sofiati,Sofiati,Nakato,Sira,1998-02-11,1998-02-24,2,2,0
2971,100.0,facility_df,house_df,185,4047,Mutaka,Mutaka,Adam,Adam,Jjingo,Jjingo,2002-11-15,2002-11-15,1,1,0
2884,100.0,facility_df,house_df,2731,1405,Mutale,Mutale,Alone,Alone,Kabuye,Kabuye,1932-05-03,1932-05-03,1,1,0
2321,100.0,facility_df,house_df,734,1405,Mutale,Mutale,Alone,Alone,Kabuye,Kabuye,1932-05-30,1932-05-03,1,1,0
2959,100.0,facility_df,house_df,675,802,Mutale,Mutale,Busakala,Busakala,Emuron,Emuron,2019-02-03,2019-02-03,1,1,0
2829,100.0,facility_df,house_df,599,3074,Mutamba,Mutamba,Ngobi,Ngobi,Hamuza,Hamuza,1930-12-16,1930-12-16,1,1,0
1863,100.0,facility_df,house_df,1210,1533,Mutatya,Mutatya,Kaliniise,Kaliniise,Ahadi,Echodu,2018-05-27,2018-05-16,1,1,0
296,100.0,facility_df,house_df,2598,2587,Mutesi,Mutesi,Kagoya,Kagoya,Balamu,Ada,2006-06-09,2006-06-22,2,2,0
132,99.04,facility_df,house_df,291,3274,Mutesi,Mutesi,Kagoya,Kagoya,,Randa,1974-01-28,1948-04-30,2,2,0
2388,100.0,facility_df,house_df,994,3462,Mutesi,Mutesi,Nakato,Nakato,Aylin,Aylin,2017-09-12,2017-09-12,2,2,0
2306,100.0,facility_df,house_df,554,1420,Mutesi,Mutesi,Margret,Margret,Xama,Xama,1947-01-30,1947-01-30,2,2,0
1373,100.0,facility_df,house_df,851,858,Mutesi,Mutesi,Lydia,Lydia,,,1965-06-02,1965-06-02,2,2,0
133,99.04,facility_df,house_df,291,2587,Mutesi,Mutesi,Kagoya,Kagoya,,Ada,1974-01-28,2006-06-22,2,2,0
431,100.0,facility_df,house_df,630,663,Mutesi,Mutesi,Naibira,Naibira,Awule,Ema,1960-01-25,1960-02-27,2,2,0
1913,100.0,facility_df,house_df,2460,2869,Mutesi,Mutesi,Abalyogera,Abalyogera,,,1969-04-28,1969-04-28,2,2,0
297,100.0,facility_df,house_df,56,3495,Mutesi,Mutesi,Babirye,Babirye,Nalukwago,,1944-07-06,1944-07-26,2,2,0
145,99.24,facility_df,house_df,1261,2539,Mutesi,Mutesi,Aniku,Shalifa,Shalifa,Fanda,1931-01-13,1931-01-13,2,2,0
2143,100.0,facility_df,house_df,1929,123,Mutesi,Mutesi,Nakaziba,Nakaziba,Ela,Ela,2028-03-01,2028-03-01,2,2,0
439,100.0,facility_df,house_df,1374,858,Mutesi,Mutesi,Lydia,Lydia,Kazi,,1965-05-20,1965-06-02,2,2,0
279,100.0,facility_df,house_df,1444,1118,Mutesi,Mutesi,Naiwumbwe,Naiwumbwe,Nambi,Fara,2027-04-01,2027-04-21,2,2,0
430,100.0,facility_df,house_df,2007,663,Mutesi,Mutesi,Naibira,Naibira,Awule,Ema,1960-01-25,1960-02-27,2,2,0
6,95.28,facility_df,house_df,343,931,Mutesi,Mutesi,Kyozira,Sarah,,,2008-09-10,2008-10-31,2,2,0
359,100.0,facility_df,house_df,2847,1140,Mutesi,Mutesi,Peace,Peace,Nankya,Ada,2007-10-20,2007-11-09,2,2,0
629,100.0,facility_df,house_df,1266,3727,Mutesi,Mutesi,Kyozira,Kyozira,Aslan,,2008-08-28,2008-09-10,2,2,0
834,100.0,facility_df,house_df,2343,259,Mutesi,Mutesi,Nangobi,Nangobi,,,1954-03-23,1954-03-23,2,2,0
1162,100.0,facility_df,house_df,291,1695,Mutesi,Mutesi,Kagoya,Kagoya,,,1974-01-28,1974-01-28,2,2,0
509,100.0,facility_df,house_df,1239,3741,Mutesi,Mutesi,Cissy,Cissy,Atuhaire,Cira,2015-01-02,2015-01-22,2,2,0
131,99.04,facility_df,house_df,2598,1695,Mutesi,Mutesi,Kagoya,Kagoya,Balamu,,2006-06-09,1974-01-28,2,2,0
89,97.77,facility_df,house_df,2343,2158,Mutesi,Mutesi,Nangobi,Nangobi,,,1954-03-23,2015-07-02,2,2,0
963,100.0,facility_df,house_df,1327,167,Mutesi,Mutesi,Kutamuwa,Kutamuwa,Nakanwagi,,2005-03-19,2005-04-01,2,2,0
2416,100.0,facility_df,house_df,2258,1160,Mutesi,Mutesi,Kyobika,Kyobika,Mena,Mena,1973-03-05,1973-03-05,2,2,0
438,100.0,facility_df,house_df,1923,858,Mutesi,Mutesi,Lydia,Lydia,Kazi,,1965-05-20,1965-06-02,2,2,0
1674,100.0,facility_df,house_df,343,3727,Mutesi,Mutesi,Kyozira,Kyozira,,,2008-09-10,2008-09-10,2,2,0
440,100.0,facility_df,house_df,819,931,Mutesi,Mutesi,Sarah,Sarah,Nabbosa,,2008-11-20,2008-10-31,2,2,0
964,100.0,facility_df,house_df,959,167,Mutesi,Mutesi,Kutamuwa,Kutamuwa,Nakanwagi,,2005-03-19,2005-04-01,2,2,0
399,100.0,facility_df,house_df,1110,1082,Mutesi,Mutesi,Nankwanga,Nankwanga,Nalukenge,,2009-05-25,2009-05-18,2,2,0
1856,100.0,facility_df,house_df,707,2583,Mutesi,Mutesi,Nsweza,Nsweza,,,1993-05-21,1993-05-21,2,2,0
965,100.0,facility_df,house_df,339,524,Mutesi,Mutesi,Desire,Desire,Agaba,,1999-04-13,1999-05-03,2,2,0
5,95.28,facility_df,house_df,851,2850,Mutesi,Mutesi,Lydia,Jane,,,1965-06-02,1965-05-29,2,2,0
339,100.0,facility_df,house_df,592,2051,Mutesi,Mutesi,Nakagolo,Nakagolo,Nalubega,,1935-04-11,1935-04-24,2,2,0
582,100.0,facility_df,house_df,2265,2926,Mutesi,Mutesi,Damali,Damali,Agabawe,Kira,1939-11-27,1939-12-10,2,2,0
305,100.0,facility_df,house_df,1281,1538,Mutesi,Mutesi,Naigaga,Naigaga,Akena,,2024-11-26,2024-12-16,2,2,0
115,98.58,facility_df,house_df,1244,3071,Mutesi,Mutesi,Naikoba,Naikoba,Bakitara,Ria,1984-04-28,1969-10-24,2,2,0
1983,100.0,facility_df,house_df,2641,2373,Mutesi,Mutesi,Sheira,Sheira,Gima,Gima,1981-11-09,1981-11-29,2,2,0
879,100.0,facility_df,house_df,2802,2850,Mutesi,Mutesi,Jane,Jane,,,1965-05-16,1965-05-29,2,2,0
1984,100.0,facility_df,house_df,422,2373,Mutesi,Mutesi,Sheira,Sheira,Gima,Gima,1981-11-09,1981-11-29,2,2,0
7,95.28,facility_df,house_df,108,167,Mutesi,Mutesi,Nakafero,Kutamuwa,Kirabo,,2005-03-05,2005-04-01,2,2,0
2398,100.0,facility_df,house_df,2521,2373,Mutesi,Mutesi,Sheira,Sheira,Gima,Gima,1981-11-29,1981-11-29,2,2,0
878,100.0,facility_df,house_df,2874,2850,Mutesi,Mutesi,Jane,Jane,,,1965-05-16,1965-05-29,2,2,0
977,100.0,facility_df,house_df,2144,3495,Mutesi,Mutesi,Babirye,Babirye,,,1944-07-26,1944-07-26,2,2,0
347,100.0,facility_df,house_df,1244,698,Mutesi,Mutesi,Naikoba,Naikoba,Bakitara,Ora,1984-04-28,1984-05-11,2,2,0
1413,100.0,facility_df,house_df,2232,2498,Mutesi,Mutesi,Namumbya,Namumbya,,,1990-09-09,1990-09-09,2,2,0
88,97.77,facility_df,house_df,2343,1846,Mutesi,Mutesi,Nangobi,Nangobi,,Nira,1954-03-23,1938-05-25,2,2,0
688,100.0,facility_df,house_df,1104,836,Mutesi,Mutesi,Saufa,Saufa,Kagimu,Yara,1960-08-10,1960-07-03,2,2,0
2300,100.0,facility_df,house_df,1207,3960,Mutesi,Mutesi,Kyakuwaire,Kyakuwaire,Ganda,Ganda,1999-08-11,1999-08-11,2,2,0
49,96.54,facility_df,house_df,2598,3274,Mutesi,Mutesi,Kagoya,Kagoya,Balamu,Randa,2006-06-09,1948-04-30,2,2,0
464,100.0,facility_df,house_df,2555,2498,Mutesi,Mutesi,Namumbya,Namumbya,,,1990-08-27,1990-09-09,2,2,0
463,100.0,facility_df,house_df,725,3404,Mutesi,Mutesi,Namusubo,Namusubo,Nakato,,1997-09-01,1997-09-14,2,2,0
687,100.0,facility_df,house_df,2467,783,Mutesi,Mutesi,Leya,Leya,Byaruhanga,Cira,2012-02-05,2012-02-18,2,2,0
689,100.0,facility_df,house_df,1380,3644,Mutesi,Mutesi,Kisakya,Kisakya,Akuku,Pira,1985-10-31,1985-10-24,2,2,0
796,100.0,facility_df,house_df,649,1884,Mutesi,Mutesi,Mwaiduma,Mwaiduma,Kitara,,1961-04-21,1961-05-11,2,2,0
409,100.0,facility_df,house_df,108,3978,Mutesi,Mutesi,Nakafero,Nakafero,Kirabo,Yama,2005-03-05,2005-02-05,2,2,0
690,100.0,facility_df,house_df,872,3898,Mutesi,Mutesi,Nakalyango,Nakalyango,Echodu,Sama,1933-11-11,1933-11-24,2,2,0
452,100.0,facility_df,house_df,1260,3525,Mutesi,Mutesi,Rebecca,Rebecca,Nampijja,,1982-07-10,1982-07-30,2,2,0
1480,100.0,facility_df,house_df,75,2340,Mutesi,Mutesi,Phiona,Phiona,,,1949-12-14,1949-12-14,2,2,0
453,100.0,facility_df,house_df,47,3525,Mutesi,Mutesi,Rebecca,Rebecca,Nampijja,,1982-07-10,1982-07-30,2,2,0
477,100.0,facility_df,house_df,2687,3971,Mutesi,Mutesi,Kaudha,Kaudha,Kiira,,1982-04-16,1982-05-06,2,2,0
4,95.28,facility_df,house_df,2802,858,Mutesi,Mutesi,Jane,Lydia,,,1965-05-16,1965-06-02,2,2,0
701,100.0,facility_df,house_df,1655,3087,Mutesi,Mutesi,Namukasa,Namukasa,Baiga,,1978-06-28,1978-06-01,2,2,0
3,95.28,facility_df,house_df,2874,858,Mutesi,Mutesi,Jane,Lydia,,,1965-05-16,1965-06-02,2,2,0
451,100.0,facility_df,house_df,1746,3525,Mutesi,Mutesi,Rebecca,Rebecca,Nampijja,,1982-07-10,1982-07-30,2,2,0
2535,100.0,facility_df,house_df,241,2414,Mutuku,Mutuku,Katabazi,Katabazi,Jakisa,Jakisa,2003-02-10,2003-02-03,1,1,0
2954,100.0,facility_df,house_df,2494,2414,Mutuku,Mutuku,Katabazi,Katabazi,Jakisa,Jakisa,2003-02-03,2003-02-03,1,1,0
1103,100.0,facility_df,house_df,668,3806,Mutwalibi,Mutwalibi,Aluvin,Aluvin,Balimwezo,Ikwaput,1950-07-10,1950-07-23,1,1,0
264,100.0,facility_df,house_df,1560,2908,Mutwalibi,Mutwalibi,,,Abooki,Kyomuhendo,1939-06-26,1939-07-16,1,1,0
2200,100.0,facility_df,house_df,1499,369,Mutwalibi,Mutwalibi,Luwazo,Luwazo,Echodu,Echodu,1963-07-04,1963-07-24,1,1,0
2717,100.0,facility_df,house_df,2724,369,Mutwalibi,Mutwalibi,Luwazo,Luwazo,Echodu,Echodu,1963-07-24,1963-07-24,1,1,0
2187,100.0,facility_df,house_df,2517,489,Mutwaribi,Mutwaribi,Lwabaga,Lwabaga,Gamanya,Gamanya,1961-10-17,1961-10-10,1,1,0
1361,100.0,facility_df,house_df,2763,2603,Muwaiswa,Muwaiswa,Wadende,Wadende,Bayiga,Ebitu,1953-11-05,1953-10-09,1,1,0
1364,100.0,facility_df,house_df,786,2603,Muwaiswa,Muwaiswa,Wadende,Wadende,Bayiga,Ebitu,1953-11-05,1953-10-09,1,1,0
1366,100.0,facility_df,house_df,170,2603,Muwaiswa,Muwaiswa,Wadende,Wadende,Bayiga,Ebitu,1953-11-05,1953-10-09,1,1,0
2370,100.0,facility_df,house_df,411,2786,Muwaiswa,Muwaiswa,Mwandha,Mwandha,Gidudu,Gidudu,1997-04-07,1997-04-20,1,1,0
809,100.0,facility_df,house_df,1565,1737,Muwaiswa,Muwaiswa,Maganda,Maganda,Bayiga,Nadduli,1935-07-13,1935-07-06,1,1,0
2828,100.0,facility_df,house_df,2477,2786,Muwaiswa,Muwaiswa,Mwandha,Mwandha,Gidudu,Gidudu,1997-04-20,1997-04-20,1,1,0
1692,100.0,facility_df,house_df,40,3322,Muwanguzi,Muwanguzi,Nkuligye,Nkuligye,Nabbosa,Masiko,1969-02-24,1969-02-17,1,1,0
2908,100.0,facility_df,house_df,1481,2455,Muwanguzi,Muwanguzi,Bagaga,Bagaga,Lubega,Lubega,1975-06-06,1975-06-06,1,1,0
1333,100.0,facility_df,house_df,1280,1145,Muwanika,Muwanika,Pande,Pande,Nansubuga,Mukwaya,2011-12-16,2011-12-29,1,1,0
1326,100.0,facility_df,house_df,1486,1145,Muwanika,Muwanika,Pande,Pande,Nansubuga,Mukwaya,2011-12-16,2011-12-29,1,1,0
2448,100.0,facility_df,house_df,2807,2253,Muwanika,Muwanika,Kakaire,Kakaire,Nadduli,Nadduli,1980-02-28,1980-02-28,1,1,0
2106,100.0,facility_df,house_df,2276,2253,Muwanika,Muwanika,Kakaire,Kakaire,Nadduli,Nadduli,1980-02-15,1980-02-28,1,1,0
2107,100.0,facility_df,house_df,2196,2253,Muwanika,Muwanika,Kakaire,Kakaire,Nadduli,Nadduli,1980-02-15,1980-02-28,1,1,0
971,100.0,facility_df,house_df,2222,2199,Muwaya,Muwaya,Fahad,Fahad,Nsibambi,Masiko,1936-02-20,1936-03-11,1,1,0
967,100.0,facility_df,house_df,2230,183,Muwaya,Muwaya,Nelson,Nelson,Nakalango,Kapere,1964-11-22,1964-12-05,1,1,0
1087,100.0,facility_df,house_df,2852,3519,Muwaya,Muwaya,Isiiko,Isiiko,Nambi,Lwanga,1968-04-21,1968-05-04,1,1,0
619,100.0,facility_df,house_df,1334,951,Muwaya,Muwaya,Bwana,Bwana,Nakakande,Igomu,1975-04-06,1975-03-17,1,1,0
1088,100.0,facility_df,house_df,624,824,Muwaya,Muwaya,Binasali,Binasali,Jajja,Kalungi,1964-06-18,1964-07-01,1,1,0
2737,100.0,facility_df,house_df,2822,183,Muwaya,Muwaya,Nelson,Nelson,Kapere,Kapere,1964-12-05,1964-12-05,1,1,0
2547,100.0,facility_df,house_df,1347,1178,Muwaya,Muwaya,Deburash,Deburash,Mugasha,Mugasha,2005-05-31,2005-05-31,1,1,0
2484,100.0,facility_df,house_df,1112,951,Muwaya,Muwaya,Bwana,Bwana,Igomu,Igomu,1975-03-17,1975-03-17,1,1,0
495,100.0,facility_df,house_df,2647,513,Muwaya,Muwaya,Magala,Magala,Acholi,Jogo,1943-01-22,1943-01-02,1,1,0
496,100.0,facility_df,house_df,1954,513,Muwaya,Muwaya,Magala,Magala,Acholi,Jogo,1943-01-22,1943-01-02,1,1,0
2601,100.0,facility_df,house_df,2039,2427,Muwaya,Muwaya,Kisanafu,Kisanafu,Nalwbwama,Nalwbwama,1988-06-29,1988-06-29,1,1,0
2544,100.0,facility_df,house_df,1031,513,Muwaya,Muwaya,Magala,Magala,Jogo,Jogo,1943-01-02,1943-01-02,1,1,0
618,100.0,facility_df,house_df,1953,951,Muwaya,Muwaya,Bwana,Bwana,Nakakande,Igomu,1975-04-06,1975-03-17,1,1,0
2051,100.0,facility_df,house_df,254,1155,Muyangu,Muyangu,Shanita,Shanita,,,1930-12-17,1930-12-17,2,2,0
2981,100.0,facility_df,house_df,712,1208,Muyende,Muyende,Jowali,Jowali,Kalyesubula,Kalyesubula,2020-09-08,2020-09-08,1,1,0
1745,100.0,facility_df,house_df,1667,1208,Muyende,Muyende,Jowali,Jowali,Nyanzi,Kalyesubula,2020-08-19,2020-09-08,1,1,0
1627,100.0,facility_df,house_df,1852,3574,Muyinda,Muyinda,Yosam,Yosam,Nkulu,Jjingo,1990-07-31,1990-08-13,1,1,0
1021,100.0,facility_df,house_df,1361,2968,Muzafalu,Muzafalu,Magala,Magala,Amanya,Esibwe,1991-02-21,1991-03-06,1,1,0
2353,100.0,facility_df,house_df,2644,1359,Muzafalu,Muzafalu,Ibra,Ibra,Mbaziira,Mbaziira,2005-11-26,2005-12-16,1,1,0
691,100.0,facility_df,house_df,426,3989,Muzafalu,Muzafalu,Waiswa,Waiswa,Kizito,Gamanya,2022-11-29,2022-12-12,1,1,0
2354,100.0,facility_df,house_df,744,1359,Muzafalu,Muzafalu,Ibra,Ibra,Mbaziira,Mbaziira,2005-11-26,2005-12-16,1,1,0
2001,100.0,facility_df,house_df,453,3825,Muzafaru,Muzafaru,,,Jogo,Jogo,2018-12-27,2018-12-27,1,1,0
382,100.0,facility_df,house_df,1371,3825,Muzafaru,Muzafaru,,,Basambu,Jogo,2018-12-27,2018-12-27,1,1,0
381,100.0,facility_df,house_df,2248,3825,Muzafaru,Muzafaru,,,Basambu,Jogo,2018-12-27,2018-12-27,1,1,0
379,100.0,facility_df,house_df,2569,3825,Muzafaru,Muzafaru,,,Basambu,Jogo,2018-12-27,2018-12-27,1,1,0
1545,100.0,facility_df,house_df,1063,936,Muzahamu,Muzahamu,Ndyanga,Ndyanga,Nabbosa,Kamoga,1987-12-05,1987-12-18,1,1,0
1872,100.0,facility_df,house_df,1892,3174,Muzaifa,Muzaifa,Ayub,Ayub,Bwana,Apolo,1940-03-15,1940-04-04,1,1,0
1114,100.0,facility_df,house_df,1737,629,Muzamiru,Muzamiru,Revis,Revis,Aswani,Kakooza,1953-12-04,1953-12-17,1,1,0
1328,100.0,facility_df,house_df,2229,3689,Muzamiru,Muzamiru,Asa,Asa,Aneno,Kafumbe,2002-12-23,2002-12-16,1,1,0
2746,100.0,facility_df,house_df,737,629,Muzamiru,Muzamiru,Revis,Revis,Kakooza,Kakooza,1953-12-17,1953-12-17,1,1,0
1115,100.0,facility_df,house_df,1602,629,Muzamiru,Muzamiru,Revis,Revis,Aswani,Kakooza,1953-12-04,1953-12-17,1,1,0
2760,100.0,facility_df,house_df,862,312,Muzamiru,Muzamiru,Issa,Issa,Kiiza,Kiiza,2023-05-24,2023-05-24,1,1,0
1158,100.0,facility_df,house_df,908,607,Muzito,Muzito,Muwaya,Muwaya,Apolo,Awori,1992-06-25,1992-07-08,1,1,0
1460,100.0,facility_df,house_df,2538,3532,Muzito,Muzito,Madrine,Madrine,Namuddu,Kajubi,1972-11-24,1972-11-17,1,1,0
2804,100.0,facility_df,house_df,1678,1341,Mwaiduma,Mwaiduma,Naibira,Naibira,Abeni,Abeni,2007-06-15,2007-06-15,2,2,0
1994,100.0,facility_df,house_df,1924,1440,Mwaiduma,Mwaiduma,Nakaziba,Nakaziba,Bisa,Bisa,1932-04-27,1932-03-31,2,2,0
1372,100.0,facility_df,house_df,2729,1109,Mwaiduma,Mwaiduma,Nambi,Nambi,Namara,,1974-01-19,1974-01-08,2,2,0
1591,100.0,facility_df,house_df,810,2872,Mwaiduma,Mwaiduma,Winnie,Winnie,,,1938-08-06,1938-08-19,2,2,0
1129,100.0,facility_df,house_df,2268,3596,Mwajabu,Mwajabu,Namaganda,Namaganda,Nsibambi,,1957-01-03,1957-01-16,2,2,0
1912,100.0,facility_df,house_df,1030,3596,Mwajabu,Mwajabu,Namaganda,Namaganda,,,1957-01-16,1957-01-16,2,2,0
1130,100.0,facility_df,house_df,1422,3596,Mwajabu,Mwajabu,Namaganda,Namaganda,Nsibambi,,1957-01-03,1957-01-16,2,2,0
1849,100.0,facility_df,house_df,2187,2776,Mwajuma,Mwajuma,Namayinde,Namayinde,,,1937-10-25,1937-11-07,2,2,0
2786,100.0,facility_df,house_df,2321,2387,Mwajuma,Mwajuma,Ntono,Ntono,Afia,Afia,2019-01-10,2019-01-10,2,2,0
2336,100.0,facility_df,house_df,2451,2387,Mwajuma,Mwajuma,Ntono,Ntono,Afia,Afia,2018-12-21,2019-01-10,2,2,0
2421,100.0,facility_df,house_df,2636,1189,Mwajuma,Mwajuma,Nakiranda,Nakiranda,Ema,Ema,1981-03-03,1981-03-03,2,2,0
1054,100.0,facility_df,house_df,1881,116,Mwamadi,Mwamadi,Shaban,Shaban,Nakalema,Mukitale,1933-07-17,1933-07-30,1,1,0
2924,100.0,facility_df,house_df,578,1158,Mwamadi,Mwamadi,Rabiyu,Rabiyu,Atim,Atim,1943-04-09,1943-04-09,1,1,0
849,100.0,facility_df,house_df,1839,1598,Mwamadi,Mwamadi,Alamazani,Alamazani,Anokwani,Mukitale,1958-02-17,1958-03-02,1,1,0
1269,100.0,facility_df,house_df,1217,1158,Mwamadi,Mwamadi,Rabiyu,Rabiyu,Nanziri,Atim,1943-03-20,1943-04-09,1,1,0
505,100.0,facility_df,house_df,1662,3751,Mwamadi,Mwamadi,Aisha,Aisha,Awegi,Kasekende,1999-05-13,1999-05-06,1,1,0
850,100.0,facility_df,house_df,1566,1598,Mwamadi,Mwamadi,Alamazani,Alamazani,Anokwani,Mukitale,1958-02-17,1958-03-02,1,1,0
2667,100.0,facility_df,house_df,2282,2069,Mwamadi,Mwamadi,Bakarikwiira,Bakarikwiira,Lukwago,Lukwago,1951-06-16,1951-06-16,1,1,0
1243,100.0,facility_df,house_df,727,3024,Mwamini,Mwamini,Shatra,Shatra,Asiimwe,Iba,1947-11-22,1947-12-05,2,2,0
1245,100.0,facility_df,house_df,195,3024,Mwamini,Mwamini,Shatra,Shatra,Asiimwe,Iba,1947-11-22,1947-12-05,2,2,0
1936,100.0,facility_df,house_df,289,1504,Mwamini,Mwamini,Naiwumbwe,Naiwumbwe,,,1959-03-31,1959-03-31,2,2,0
1268,100.0,facility_df,house_df,2021,2169,Mwase,Mwase,Umar,Umar,Njuba,Mwiru,1949-01-30,1949-02-19,1,1,0
1321,100.0,facility_df,house_df,2739,3911,Mwase,Mwase,Mukupya,Mukupya,Gamba,Mugasha,1986-01-31,1986-02-13,1,1,0
2477,100.0,facility_df,house_df,301,660,Mwesigwa,Mwesigwa,Lwabaga,Lwabaga,Labeja,Labeja,1993-06-12,1993-06-12,1,1,0
2235,100.0,facility_df,house_df,2734,296,Mwesigwa,Mwesigwa,Magidu,Magidu,Bukenya,Bukenya,2013-08-12,2013-08-25,1,1,0
2408,100.0,facility_df,house_df,477,497,Mwesigwa,Mwesigwa,Wangooye,Wangooye,Kulubya,Kulubya,1975-06-11,1975-06-24,1,1,0
645,100.0,facility_df,house_df,1195,3226,Mwesigwa,Mwesigwa,Ziraba,Ziraba,Jali,Kiiza,2001-07-08,2001-07-21,1,1,0
521,100.0,facility_df,house_df,840,660,Mwesigwa,Mwesigwa,Lwabaga,Lwabaga,Awori,Labeja,1993-05-23,1993-06-12,1,1,0
2501,100.0,facility_df,house_df,891,2058,Mwesigwa,Mwesigwa,Daudi,Daudi,Lukwago,Lukwago,1943-01-16,1943-01-16,1,1,0
352,100.0,facility_df,house_df,2123,2523,Mwesigwa,Mwesigwa,Naigaga,Naigaga,Alinga,,2023-01-08,2023-01-28,2,2,0
2176,100.0,facility_df,house_df,577,1718,Mwesigwa,Mwesigwa,Nabirye,Nabirye,Fara,Fara,1950-07-12,1950-07-12,2,2,0
648,100.0,facility_df,house_df,412,3035,Mwesigwa,Mwesigwa,Maido,Maido,Atieno,Mugasha,1978-06-24,1978-07-07,1,1,0
331,100.0,facility_df,house_df,2182,1718,Mwesigwa,Mwesigwa,Nabirye,Nabirye,Baraka,Fara,1950-06-29,1950-07-12,2,2,0
2517,100.0,facility_df,house_df,2081,3226,Mwesigwa,Mwesigwa,Ziraba,Ziraba,Kiiza,Kiiza,2001-07-21,2001-07-21,1,1,0
2275,100.0,facility_df,house_df,1904,2345,Nabakoza,Nabakoza,Nakidodo,Nakidodo,Bria,Bria,1986-10-26,1986-11-08,2,2,0
2726,100.0,facility_df,house_df,1871,2345,Nabakoza,Nabakoza,Nakidodo,Nakidodo,Bria,Bria,1986-11-08,1986-11-08,2,2,0
1211,100.0,facility_df,house_df,2502,920,Nabanda,Nabanda,Tauba,Tauba,Muka,Jara,1934-07-26,1934-08-08,2,2,0
2763,100.0,facility_df,house_df,1663,1427,Nabanda,Nabanda,Asina,Asina,Lala,Lala,1957-12-07,1957-12-07,2,2,0
2198,100.0,facility_df,house_df,2240,2755,Nabanda,Nabanda,Praise,Praise,Wura,Wura,1962-08-05,1962-08-18,2,2,0
2313,100.0,facility_df,house_df,1508,1427,Nabanda,Nabanda,Asina,Asina,Lala,Lala,1957-11-24,1957-12-07,2,2,0
2128,100.0,facility_df,house_df,2606,2362,Nabirye,Nabirye,Mutesi,Mutesi,Saba,Saba,1951-05-30,1951-05-30,2,2,0
2304,100.0,facility_df,house_df,697,3338,Nabirye,Nabirye,Balungi,Balungi,Nira,Nira,2006-12-17,2006-12-17,2,2,0
806,100.0,facility_df,house_df,203,3018,Nabirye,Nabirye,Nabirye,Nabirye,,,1932-07-05,1932-07-05,2,2,0
427,100.0,facility_df,house_df,972,3660,Nabirye,Nabirye,Shaufa,Shaufa,Alur,Haya,1940-08-31,1940-09-13,2,2,0
639,100.0,facility_df,house_df,230,453,Nabirye,Nabirye,Aidha,Aidha,,,1939-03-12,1939-04-01,2,2,0
1001,100.0,facility_df,house_df,2037,2022,Nabirye,Nabirye,Tagonzeka,Tagonzeka,Nakiganda,,1995-01-13,1995-02-02,2,2,0
